,professionCategories,languages,academicTitles,firstName,middleName,lastName,dateOfBirth,profession,specialization,background,person,parlGroup,position,note,_id,name,color,logo,leftRightPos,seatsWon
88,['юрист'],['английски'],[],Явор,Руменов,Божанков,1990-02-11T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e034c,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
89,['юрист'],['английски'],[],Явор,Руменов,Божанков,1990-02-11T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e034c,61aa179dd17ed11f18a07b0e,секретар на ПГ,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
90,"['лекар', 'икономист', 'преподавател']",['английски'],[],Костадин,Георгиев,Ангелов,1977-06-07T00:00:00.000Z,,"медицина, здравен мениджмънт, финанси",,60d4cc5ac4ced20a9c9e0350,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
91,"['икономист', 'журналист']",['английски'],[],Димитър,Стойков,Николов,1975-11-27T00:00:00.000Z,,"мениджмънт на човешките ресурси, стопанско управление",,60d4cc5ac4ced20a9c9e0351,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
92,['юрист'],['английски'],[],Момчил,Кунчев,Иванов,1976-02-14T00:00:00.000Z,,"история, право",,60d4cc5ac4ced20a9c9e0353,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
93,['юрист'],['английски'],[],Филип,Стефанов,Попов,1982-01-16T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e0354,61aa179dd17ed11f18a07b0e,секретар на ПГ,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
94,['юрист'],['английски'],[],Филип,Стефанов,Попов,1982-01-16T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e0354,61aa179dd17ed11f18a07b0e,зам.-председател на ПГ,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
95,[],[],[],Росица,Любенова,Кирова,1970-01-01T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0355,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
96,['юрист'],"['немски', 'руски']",[],Иво,Георгиев,Атанасов,1965-05-29T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e0357,62ac54683fdc47f0a912fced,член,,62ac54683fdc47f0a912fced,Независими,,,-6,
97,['юрист'],"['немски', 'руски']",[],Иво,Георгиев,Атанасов,1965-05-29T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e0357,61aa179dd17ed11f18a07b0f,секретар на ПГ,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
98,"['икономист', 'финансист']","['английски', 'руски']",[],Йордан,Кирилов,Цонев,1956-10-05T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0359,61aa179dd17ed11f18a07b10,зам.-председател на ПГ,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
99,['инженер'],"['английски', 'руски']",[],Петя,Цветанова,Аврамова,1963-05-29T00:00:00.000Z,,топлинна и масообменна техника,,60d4cc5ac4ced20a9c9e035b,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
100,['икономист'],"['английски', 'руски']",[],Красен,Георгиев,Кръстев,1974-11-19T00:00:00.000Z,,стопанско управление,,60d4cc5ac4ced20a9c9e035c,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
101,"['философ', 'икономист']","['английски', 'руски']",[],Томислав,Пейков,Дончев,1973-08-06T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e035f,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
102,"['юрист', 'инженер', 'икономист']",['руски'],[],Мая,Йорданова,Димитрова,1965-09-09T00:00:00.000Z,,"машинен инженер, икономика и мениджмънт, право",,60d4cc5ac4ced20a9c9e0362,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
103,['лекар'],"['английски', 'руски', 'турски']",[],Хасан,Ахмед,Адемов,1953-01-24T00:00:00.000Z,Здравеопазване,медицина,Здравеопазване,60d4cc5ac4ced20a9c9e0363,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
104,['социален педагог'],"['английски', 'руски']",[],Деница,Евгениева,Сачева,1973-11-02T00:00:00.000Z,,"връзки с обществеността,здравен мениджмънт, социална педагогика",,60d4cc5ac4ced20a9c9e0365,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
105,['икономист'],"['английски', 'руски', 'турски']",[],Адлен,Шукри,Шевкед,1969-11-24T00:00:00.000Z,,финанси,,60d4cc5ac4ced20a9c9e0368,61aa179dd17ed11f18a07b10,секретар на ПГ,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
106,['преподавател'],"['френски', 'руски', 'турски']",[],Мукаддес,Юсуф,Налбант,1958-03-15T00:00:00.000Z,,философия,,60d4cc5ac4ced20a9c9e0369,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
107,"['икономист', 'преподавател']","['английски', 'немски', 'турски']",[],Байрам,Юзкан,Байрам,1986-08-05T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e036a,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
108,['инженер'],"['английски', 'руски']",[],Христо,Богомилов,Терзийски,1968-07-31T00:00:00.000Z,,инженер,,60d4cc5ac4ced20a9c9e036e,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
109,['икономист'],"['френски', 'руски']",[],Виктория,Димитрова,Василева,1971-10-27T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0370,61aa179dd17ed11f18a07b0f,зам.-председател на ПГ,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
110,['преподавател'],['руски'],[],Ирена,Тодорова,Анастасова,1955-09-25T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0371,61aa179dd17ed11f18a07b0e,секретар на ПГ,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
111,['експерт регионално развитие'],['английски'],[],Николай,Нанков,Нанков,1983-12-19T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0373,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
112,['журналист'],['английски'],[],Станислав,Светозаров,Балабанов,1988-03-02T00:00:00.000Z,,"българска филология, журналистика и финанси",,60d4cc5ac4ced20a9c9e0375,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
113,['икономист'],"['английски', 'немски']",[],Димитър,Иванов,Аврамов,1977-10-19T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0377,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
114,['икономист'],"['немски', 'руски', 'английски']",[],Ирена,Методиева,Димова,1974-11-13T00:00:00.000Z,,счетоводство и контрол,,60d4cc5ac4ced20a9c9e0378,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
115,['юрист'],"['английски', 'руски']",[],Пламен,Николаев,Абровски,1979-09-02T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e037a,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
116,['юрист'],"['английски', 'немски']",[],Екатерина,Спасова,Гечева-Захариева,1975-08-08T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e037f,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
117,[],[],[],Стефан,Неделчев,Мирев,1985-09-06T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0381,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
118,['финансист'],['френски'],[],Кирил,Миланов,Ананиев,1955-07-02T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0385,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
119,"['икономист', 'преподавател']","['английски', 'руски']",[],Румен,Василев,Гечев,1956-10-04T00:00:00.000Z,,политикономия,,60d4cc5ac4ced20a9c9e0388,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
120,['юрист'],"['английски', 'руски', 'испански']",[],Илиян,Славейков,Йончев,1976-03-11T00:00:00.000Z,,"право, здравен мениджмънт",,60d4cc5ac4ced20a9c9e0389,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
121,['юрист'],['английски'],[],Радостин,Петев,Василев,1985-01-01T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e038e,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
122,['офицер'],"['английски', 'руски']",[],Александър,Атанасов,Александров,1958-09-15T00:00:00.000Z,,"мотострелкови войски, военна икономика, стратегическо ръководство на въоръжените сили",,60d4cc5ac4ced20a9c9e038f,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
123,['юрист'],['английски'],[],Александър,Велиславов,Тодоров,1989-06-17T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e0390,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
124,['застраховател'],['английски'],[],Иван,Богомилов,Петков,1987-02-26T00:00:00.000Z,,"финансов мениджмънт, държавност, духовност и лидерски практики",,60d4cc5ac4ced20a9c9e0391,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
125,['инженер'],['английски'],[],Иван,Борисов,Тотев,1975-10-28T00:00:00.000Z,,"КСТ, публична администрация",,60d4cc5ac4ced20a9c9e0396,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
126,['юрист'],"['английски', 'немски', 'руски']",[],Радомир,Петров,Чолаков,1964-10-17T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e0398,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
127,"['сценарист', 'историк']",['руски'],[],Тошко,Йорданов,Хаджитодоров,1970-05-02T00:00:00.000Z,,история,,60d4cc5ac4ced20a9c9e0399,61aa179dd17ed11f18a07b0f,председател на ПГ,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
128,"['икономист', 'преподавател']","['английски', 'руски', 'гръцки']",[],Манол,Трифонов,Генов,1960-06-14T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e039c,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
129,['преподавател'],['руски'],[],Веска,Маринова,Ненчева,1974-05-14T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e039d,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
130,['инженер'],"['английски', 'руски', 'турски']",[],Рамадан,Байрам,Аталай,1957-04-12T00:00:00.000Z,"Икономика, енергетика",технология на минната промишленост,"Икономика, енергетика",60d4cc5ac4ced20a9c9e039f,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
131,['юрист'],['английски'],[],Дани,Стефанова,Каназирева,1979-01-16T00:00:00.000Z,,"право, английско право и право на ЕС",,60d4cc5ac4ced20a9c9e03a2,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
132,['инженер'],"['английски', 'немски', 'руски']",[],Младен,Николов,Шишков,1976-01-16T00:00:00.000Z,,ПГС,,60d4cc5ac4ced20a9c9e03a3,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
133,['икономист'],['турски'],[],Танер,Кадир,Тюркоглу,1974-12-17T00:00:00.000Z,,МИО - данъчен и митнически контрол,,60d4cc5ac4ced20a9c9e03a6,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
134,['инженер'],"['руски', 'турски']",[],Ахмед,Реджебов,Ахмедов,1974-07-17T00:00:00.000Z,,машинно-инженерство,,60d4cc5ac4ced20a9c9e03a7,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
135,['инженер'],"['руски', 'турски']",[],Ихсан,Халил,Хаккъ,1969-03-09T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e03a8,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
136,['юрист'],"['английски', 'немски', 'руски']",[],Десислава,Вълчева,Атанасова,1978-10-08T00:00:00.000Z,,"политология, дипломация и ЕП, право",,60d4cc5ac4ced20a9c9e03a9,61aa179dd17ed11f18a07b0b,председател на ПГ,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
137,['юрист'],"['английски', 'френски']",[],Крум,Костадинов,Зарков,1982-11-21T00:00:00.000Z,,право,,60d4cc5ac4ced20a9c9e03ab,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
138,"['мениджър', 'лекар']","['английски', 'руски']",[],Красен,Кирилов,Кралев,1967-01-02T00:00:00.000Z,,медицина,,60d4cc5ac4ced20a9c9e03af,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
139,"['икономист', 'експерт ""сигурност""']","['английски', 'френски', 'руски']",[],Светлин,Костов,Стоянов,1969-05-08T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e03b1,62ac54683fdc47f0a912fced,член,,62ac54683fdc47f0a912fced,Независими,,,-6,
140,"['икономист', 'експерт ""сигурност""']","['английски', 'френски', 'руски']",[],Светлин,Костов,Стоянов,1969-05-08T00:00:00.000Z,,,,60d4cc5ac4ced20a9c9e03b1,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
141,['психолог'],['английски'],[],Вяра,Емилова,Йорданова,1978-06-09T00:00:00.000Z,,психология,,60d4cc5ac4ced20a9c9e03b3,61aa179dd17ed11f18a07b0e,секретар на ПГ,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
142,['инженер'],"['английски', 'турски']",[],Павлин,Павлов,Кръстев,1988-06-07T00:00:00.000Z,,,,6158731579e5a250faf4e024,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
143,['икономист'],['немски'],[],Бойко,Любомиров,Клечков,1958-05-31T00:00:00.000Z,,управление на промишлеността,,6158731579e5a250faf4e02b,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
144,['лекар'],"['английски', 'немски', 'руски', 'полски']",[],Ивайло,Христов,Христов,1961-01-23T00:00:00.000Z,,медицина,,6158731579e5a250faf4e0d1,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
145,[],[],[],Зорница,Велинова,Стратиева,1985-04-08T00:00:00.000Z,,,,6158731579e5a250faf4e0f3,61aa179dd17ed11f18a07b0c,член,,61aa179dd17ed11f18a07b0c,Демократична България,#27497d,/logos/demokratichna-bulgaria.png,-2,16.0
146,['икономист'],['английски'],[],Валери,Пламенов,Лачовски,1983-07-07T00:00:00.000Z,,здравен мениджмънт,,6158731579e5a250faf4e101,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
147,['юрист'],['турски'],[],Гюнер,Нихат,Ахмед,1979-05-11T00:00:00.000Z,,право,,6158731579e5a250faf4e19a,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
148,['преподавател'],"['английски', 'френски', 'руски']",[],Николай,Стефанов,Радулов,1956-01-13T00:00:00.000Z,,,,6158731579e5a250faf4e1e0,62ac54683fdc47f0a912fced,член,,62ac54683fdc47f0a912fced,Независими,,,-6,
149,['преподавател'],"['английски', 'френски', 'руски']",[],Николай,Стефанов,Радулов,1956-01-13T00:00:00.000Z,,,,6158731579e5a250faf4e1e0,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
150,[],[],[],Петър,Николаев,Николов,1979-06-03T00:00:00.000Z,,,,6158731579e5a250faf4e20b,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
151,['икономист'],"['английски', 'руски', 'испански']",[],Владимир,Маринов,Маринов,1981-07-28T00:00:00.000Z,,мениджмънт,,6158731579e5a250faf4e26f,61aa179dd17ed11f18a07b0e,член,,61aa179dd17ed11f18a07b0e,БСП за България,#d8191f,/logos/bsp2021.png,3,26.0
152,[],"['английски', 'италиански']",[],Иван,Руменов,Клисурски,1997-08-26T00:00:00.000Z,,,,6158731579e5a250faf4e321,61aa179dd17ed11f18a07b0f,член,,61aa179dd17ed11f18a07b0f,Има такъв народ,#f4cf40,/logos/ima-takuv-narod.png,-1,25.0
153,[],[],[],Елисавета,Димитрова,Белобрадова,1977-05-23T00:00:00.000Z,,,,6158731579e5a250faf4e337,61aa179dd17ed11f18a07b0c,член,,61aa179dd17ed11f18a07b0c,Демократична България,#27497d,/logos/demokratichna-bulgaria.png,-2,16.0
154,[],[],[],Искрен,Николаев,Митев,1989-03-22T00:00:00.000Z,,,,61aa175e28e58401d44d2678,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
155,"['преподавател', 'журналист']",[],[],Антония,Кънчева,Димитрова,1989-08-16T00:00:00.000Z,,"журналистика, икономика и управление на бизнеса, начална училищна педагогика",,61aa175e28e58401d44d2683,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
156,['преподавател'],"['английски', 'руски', 'испански']",[],Стефан,Иванов,Шилев,1973-12-06T00:00:00.000Z,,растителна защита,,61aa175e28e58401d44d26a5,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
157,['инженер'],"['английски', 'руски']",[],Росен,Добрев,Костурков,1972-04-15T00:00:00.000Z,,електроника,,61aa175e28e58401d44d26ac,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
158,['инженер'],"['английски', 'руски']",[],Николай,Георгиев,Дренчев,1968-09-30T00:00:00.000Z,,летец-пилот,,61aa175e28e58401d44d26b2,61aa179dd17ed11f18a07b11,секретар на ПГ,,61aa179dd17ed11f18a07b11,Възраждане,#c09f62,/logos/vazrazhdane.jpg,-3,13.0
159,[],"['английски', 'руски']",[],Милко,Асенов,Пенев,1998-02-08T00:00:00.000Z,,,,61aa175e28e58401d44d26d0,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
160,['инженер'],[],[],Георги,Николаев,Георгиев,1979-07-13T00:00:00.000Z,,стъклокерамика и свързващи вещества,,61aa175e28e58401d44d26da,61aa179dd17ed11f18a07b11,член,,61aa179dd17ed11f18a07b11,Възраждане,#c09f62,/logos/vazrazhdane.jpg,-3,13.0
161,[],[],[],Лена,Здравкова,Бориславова,1989-10-08T00:00:00.000Z,,,,61aa175e28e58401d44d26f1,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
162,['икономист'],['английски'],[],Радослав,Красенов,Василев,1992-07-15T00:00:00.000Z,,бизнес икономика,,61aa175e28e58401d44d26f7,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
163,['инженер'],"['английски', 'италиански']",[],Костадин,Томов,Стойков,1980-04-02T00:00:00.000Z,,,,61aa175e28e58401d44d2709,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
164,[],[],[],Андрей,Атанасов,Гюров,1975-12-31T00:00:00.000Z,,,,61aa175e28e58401d44d2723,61aa179dd17ed11f18a07b0d,председател на ПГ,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
165,[],[],[],Владимир,Славев,Табутов,1983-08-25T00:00:00.000Z,,,,61aa175e28e58401d44d2729,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
166,[],[],[],Владимир,Славев,Табутов,1983-08-25T00:00:00.000Z,,,,61aa175e28e58401d44d2729,61aa179dd17ed11f18a07b0d,зам.-председател на ПГ,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
167,[],[],[],Екатерина,Кирилова,Димитрушева,1990-11-13T00:00:00.000Z,,,,61aa175e28e58401d44d272f,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
168,['икономист'],['английски'],[],Цончо,Томов,Ганев,1979-03-11T00:00:00.000Z,,,,61aa175e28e58401d44d2735,61aa179dd17ed11f18a07b11,член,,61aa179dd17ed11f18a07b11,Възраждане,#c09f62,/logos/vazrazhdane.jpg,-3,13.0
169,"['икономист', 'инженер']","['английски', 'турски']",[],Фатме,Хасан,Рамадан,1983-12-28T00:00:00.000Z,,,,61aa175e28e58401d44d2754,61aa179dd17ed11f18a07b10,член,,61aa179dd17ed11f18a07b10,Движение за права и свободи,#884ac2,/logos/dps.png,2,34.0
170,[],[],[],Димитър,Михайлов,Ташев,1983-04-08T00:00:00.000Z,,,,61aa175e28e58401d44d275e,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
171,[],[],[],Константин,Живков,Бачийски,1978-11-22T00:00:00.000Z,,,,61aa175e28e58401d44d2764,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
172,['преподавател'],"['английски', 'руски']",[],Христо,Симеонов,Симеонов,1963-12-23T00:00:00.000Z,,"философия, финанси",,61aa175e28e58401d44d276a,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
173,[],[],[],Костадин,Тодоров,Костадинов,1979-04-01T00:00:00.000Z,,,,61aa175e28e58401d44d2774,61aa179dd17ed11f18a07b11,председател на ПГ,,61aa179dd17ed11f18a07b11,Възраждане,#c09f62,/logos/vazrazhdane.jpg,-3,13.0
174,['юрист'],"['руски', 'румънски']",[],Бранимир,Николаев,Балачев,1952-11-20T00:00:00.000Z,,право,,61aa175e28e58401d44d277a,61aa179dd17ed11f18a07b0b,член,,61aa179dd17ed11f18a07b0b,ГЕРБ-СДС,#67a4d6,/logos/gerb-sds.jpg,1,59.0
175,['лекар'],"['английски', 'руски']",[],Антон,Йорданов,Тонев,1981-01-31T00:00:00.000Z,,"медицина, хирургия",,61aa175e28e58401d44d2798,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
176,['преподавател'],"['английски', 'руски']",[],Благовест,Чанев,Белев,1963-10-09T00:00:00.000Z,,корабоводене,,61aa175e28e58401d44d279e,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
177,[],[],[],Даниел,Максим,Лорер,1976-05-28T00:00:00.000Z,,,,61aa175e28e58401d44d27a4,61aa179dd17ed11f18a07b0d,член,,61aa179dd17ed11f18a07b0d,Продължаваме промяната,#5dbf1d,/logos/produlzhavame-promianata.png,0,67.0
